cell_id,cell_signal_total,cell_volume_um3,lysosome_core_signal,lysosome_core_volume_um3,puncta_core_fraction,lysosome_associated_signal,lysosome_associated_volume_um3,puncta_associated_fraction,membrane_residual_magenta_signal,membrane_residual_volume_um3,membrane_residual_mean_magenta,membrane_residual_fraction,HA_signal_0_0p2_um_from_puncta,volume_0_0p2_um_from_puncta,mean_HA_0_0p2_um_from_puncta,HA_signal_0p2_0p5_um_from_puncta,volume_0p2_0p5_um_from_puncta,mean_HA_0p2_0p5_um_from_puncta,HA_signal_0p5_1_um_from_puncta,volume_0p5_1_um_from_puncta,mean_HA_0p5_1_um_from_puncta,HA_signal_1_2_um_from_puncta,volume_1_2_um_from_puncta,mean_HA_1_2_um_from_puncta,HA_signal_2_plus_um_from_puncta,volume_2_plus_um_from_puncta,mean_HA_2_plus_um_from_puncta
1,16864094.0,42.33403752125889,1241930.0,0.2144802475835895,0.07364344624739402,9197683.0,4.974220985505941,0.545400363636493,7666408.0,37.359816535752955,205204.64795814315,0.45459945847076044,4926829.0,1.4494317017933978,1044.4835700657197,5682633.0,5.786050232090243,301.78613913967075,5310422.0,13.095278955973972,124.60806720322876,925909.0,13.707684591266371,20.755637749383546,18298.0,8.295592040134908,0.6777790124828684
